                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    248,                 1.1836,                 1.2015,                 1.3309,                0.57893,                0.68505,                0.65671,                0.59849,                 1.6078,                  1.509,                 1.7487,               0.001849,               0.001849,               0.001849
                    249,                 1.1743,                 1.1974,                 1.3282,                0.58013,                0.68011,                0.65515,                0.59683,                 1.6091,                 1.5092,                   1.75,               0.001816,               0.001816,               0.001816
                    250,                 1.1842,                 1.2064,                  1.338,                0.57895,                0.68424,                0.65473,                0.59689,                 1.6097,                 1.5097,                 1.7512,               0.001783,               0.001783,               0.001783
                    251,                 1.1912,                 1.1973,                 1.3307,                0.57824,                 0.6829,                0.65405,                0.59625,                  1.609,                 1.5068,                 1.7513,                0.00175,                0.00175,                0.00175
                    252,                 1.1898,                 1.1975,                 1.3415,                0.57475,                0.68739,                0.65335,                0.59562,                  1.608,                 1.5087,                 1.7501,               0.001717,               0.001717,               0.001717
                    253,                 1.1784,                 1.1858,                 1.3259,                0.57247,                0.68691,                0.65192,                0.59507,                 1.6085,                 1.5095,                 1.7509,               0.001684,               0.001684,               0.001684
                    254,                 1.1663,                 1.1909,                 1.3343,                0.57093,                0.68795,                 0.6509,                0.59415,                 1.6103,                 1.5119,                 1.7524,               0.001651,               0.001651,               0.001651
                    255,                 1.1732,                 1.1701,                 1.3205,                0.57902,                0.67746,                0.65238,                0.59494,                 1.6121,                 1.5118,                 1.7536,               0.001618,               0.001618,               0.001618
                    256,                 1.1812,                 1.1868,                 1.3281,                0.58021,                 0.6864,                0.65179,                0.59478,                 1.6131,                 1.5128,                  1.755,               0.001585,               0.001585,               0.001585
                    257,                 1.1624,                 1.1825,                 1.3198,                0.59271,                0.67271,                0.65266,                0.59525,                 1.6155,                 1.5124,                 1.7565,               0.001552,               0.001552,               0.001552
                    258,                   1.17,                 1.1733,                  1.317,                0.58142,                0.67231,                0.65269,                0.59538,                 1.6148,                 1.5138,                 1.7565,               0.001519,               0.001519,               0.001519
                    259,                  1.171,                 1.1791,                 1.3288,                0.58014,                0.68461,                0.65202,                0.59516,                 1.6147,                 1.5161,                  1.756,               0.001486,               0.001486,               0.001486
                    260,                 1.1713,                  1.186,                 1.3318,                0.58393,                 0.6753,                0.65222,                0.59537,                 1.6162,                 1.5156,                 1.7573,               0.001453,               0.001453,               0.001453
                    261,                 1.1816,                 1.1846,                 1.3293,                0.58423,                0.67483,                0.65248,                0.59534,                  1.617,                 1.5169,                 1.7578,                0.00142,                0.00142,                0.00142
                    262,                 1.1584,                 1.1572,                 1.3144,                0.58046,                0.67455,                0.65225,                0.59478,                 1.6171,                 1.5154,                  1.759,               0.001387,               0.001387,               0.001387
                    263,                 1.1685,                 1.1694,                 1.3187,                0.58356,                0.67814,                0.65326,                0.59553,                 1.6185,                 1.5117,                 1.7605,               0.001354,               0.001354,               0.001354
                    264,                 1.1726,                 1.1675,                 1.3236,                0.58601,                0.67876,                 0.6535,                0.59563,                 1.6198,                 1.5125,                 1.7621,               0.001321,               0.001321,               0.001321
                    265,                 1.1619,                 1.1594,                 1.3165,                0.58504,                0.67792,                0.65386,                0.59603,                  1.619,                  1.513,                 1.7611,               0.001288,               0.001288,               0.001288
                    266,                   1.16,                  1.158,                 1.3196,                0.58458,                0.68078,                0.65396,                0.59623,                 1.6198,                 1.5131,                 1.7618,               0.001255,               0.001255,               0.001255
                    267,                 1.1483,                 1.1622,                 1.3131,                0.58283,                  0.682,                0.65387,                0.59608,                 1.6205,                 1.5141,                 1.7626,               0.001222,               0.001222,               0.001222
